,image,person,posture,body,female,male,dominant,center
646,1_52241.jpg,yes,"female, laying on back & male, laying on back","female, upper body with legs & male, upper body with legs","excited, upside-down","excited, upside-down",neither,both
647,1_54371.jpg,yes,female-standing & female-standing & female-standing & female-standing & female-standing,female-upper body with legs & female-upper body with legs & female-upper body with legs & female-upper body with legs & female-upper body with legs,"positively, happy, holding products",no males shown,neither,female
648,1_55011.jpg,yes,"female, dynamic pose","female, upper body with legs","active, confident",no males portrayed,neither,female
649,1_58081.jpg,yes,"female, lying down","female, upper body with legs",confident and glamorous,not applicable,neither,female
650,1_58121.jpg,yes,female standing & male behind,female upper body with legs & male upper body without legs,"sensual, glamorous","intimate, affectionate",neither,female
651,1_59401.jpg,yes,"female, standing","female, upper body with legs","confident, relaxed",no males portrayed,neither,female
652,1_61421.jpg,yes,"female, standing","female, upper body with legs","confident, pleasant",no males present,neither,female
653,1_61961.jpg,yes,female standing & infant,female upper body with legs & infant upper body with legs,"confident, protective",not applicable,neither,female
654,1_61991.jpg,yes,"female, sitting","female, upper body without legs",poised and elegant,no males portrayed,neither,female
655,1_62971.jpg,yes,female standing & female crouching,female upper body with legs & female upper body with legs,"competent, athletic, focused",no males depicted,neither,female
656,1_63571.jpg,yes,"female, seated","female, upper body with legs","confident, fashionable",no males present,neither,female
657,1_63691.jpg,yes,female-standing & male-standing & male-standing & female-standing & male-standing,female-upper body with legs & male-upper body with legs & male-upper body with legs & female-upper body with legs & male-upper body with legs,"stylish, confident","confident, poised",neither,both
658,1_63741.jpg,yes,female sitting & male sitting,female upper body with legs & male upper body with legs,"calm, sophisticated","introspective, thoughtful",neither,female
659,1_63901.jpg,yes,"female, reclining","female, upper body without legs","sensually, elegantly",no males present,neither,female
660,1_64051.jpg,yes,"female, sitting","female, upper body with legs","seductively, suggestively",no males present,neither,female
661,1_64121.jpg,yes,male standing & female leaning,male upper body with legs & female upper body with legs,"confident, seductive","confident, intellectual",neither,both
662,1_64231.jpg,yes,"female, sitting &","female, upper body with legs &","seductively, provocatively",,neither,female
663,1_64311.jpg,yes,female reclining & male leaning,female upper body with legs & male upper body without legs,"sensual, relaxed","interested, relaxed",neither,female
664,1_64391.jpg,yes,"female, sitting","female, upper body with legs",confident and fashionable,no males present,neither,female
665,1_64971.jpg,yes,female and standing,female and upper body with legs,"positive, healthy, and confident",no males shown,neither,female
666,1_6501.jpg,yes,"female, holding object &","female, upper body without legs &","casual, engaging with product",no males depicted,neither,female
667,1_65021.jpg,yes,female standing & male sitting,female upper body with legs & male upper body with legs,focused and determined,resting and observing,neither,female
668,1_65301.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,"positively, interactively","positively, affectionately",neither,both
669,1_65631.jpg,yes,"female, standing &","female, upper body with legs &",confidently performing,not applicable,neither,female
670,1_65661.jpg,yes,"female, seated &","female, upper body with legs &","seductively, confidently",not applicable,neither,female
671,1_65981.jpg,yes,"female, standing &","female, upper body with legs &","confidently, smiling",no males shown,female,female
672,1_68441.jpg,yes,male leaning & female standing & male standing & female standing & female lying,male upper body without legs & female upper body with legs & male upper body with legs & female upper body with legs & female upper body without legs,"casual, playful, fashion-forward","laid-back, confident, stylish",neither,both
673,1_69091.jpg,yes,"male, standing","male, upper body with legs",not applicable,"confidently, casually",neither,male
674,1_69391.jpg,yes,"male, standing","male, upper body with legs",no females portrayed,male portrayed confidently,neither,male
675,1_71291.jpg,yes,male standing & female standing,male upper body with legs & female upper body with legs,"confident, attractive","confident, strong",neither,both
676,1_71441.jpg,yes,"female, leaning","female, upper body with legs","confident, stylish",no males shown,neither,female
677,1_71581.jpg,yes,female sitting & male sitting,female upper body without legs & male upper body without legs,"intimate, affectionate","intimate, protective",neither,both
678,1_7251.jpg,yes,male sitting & female reclining,male upper body without legs & female upper body with legs,"casual, relaxed","social, engaged",neither,female
679,1_75171.jpg,yes,"female, standing","female, upper body with legs","confident, stylish",no males present,neither,female
680,1_77221.jpg,yes,"female, facing sideways","female, upper body without legs","attractively, with a seductive look",no males shown,neither,female
681,1_77871.jpg,yes,female & female & female & female & female & female,female upper body without legs & female upper body without legs & female upper body without legs & female upper body without legs & female upper body without legs & female upper body without legs,"positively, as models.",not applicable.,neither,female
682,1_80271.jpg,yes,male sitting &,male upper body with legs &,no females portrayed,"confident, pensive",neither,male
683,1_80591.jpg,yes,"female, sitting","female, upper body with legs","confident, stylish",not applicable,neither,female
684,1_81881.jpg,yes,male-standing & female-walking & male-walking,male-upper body without legs & female-upper body with legs & male-upper body with legs,"active, playful","engaged, casual",neither,female
685,1_84031.jpg,yes,"female, looking over shoulder &","female, upper body without legs &","confident, attractive",no males present,neither,female
