actorid,dob,name,first_name,gender
nm0115468,"may 14, 1919",Earle Bruce,Earle,male
nm0682864,"february 13, 1910",Walter Pietila,Walter,male
nm0262903,"september 18, 1900",Joe Evans,Joe,male
nm0369011,"october 28, 1901",Hilo Hattie,Hilo,male
nm0168582,"november 29, 1902",J.W. Cody,J.W.,
nm0003124,"september 28, 1881",Pedro de Cordoba,Pedro,male
nm0193669,"april 12, 1898",Peter Cusanelli,Peter,male
nm0277238,"october 25, 1876",Clyde Fillmore,Clyde,male
nm0292049,"november 25, 1931",Bobby Frasco,Bobby,male
nm0048831,"august 26, 1896",Phil Baker,Phil,male
nm0330574,"october 18, 1884",Roy Gordon,Roy,male
nm0949355,"october 21, 1905",Carleton Young,Carleton,male
nm0201660,"december 22, 1917",Frankie Darro,Frankie,male
nm0006120,"july 9, 1919",Earle Hagen,Earle,male
nm0175516,"april 8, 1921",Kay Connors,Kay,female
nm0241831,"january 19, 1919",Dixie Dunbar,Dixie,female
nm0079681,"october 16, 1879",Clem Bevans,Clem,male
nm0050538,"december 3, 1887",E.J. Ballantine,E.J.,male
nm0548056,"november 7, 1903",Mona Maris,Mona,female
nm0113700,"august 16, 1901",Helen Brown,Helen,female
nm0126049,"april 22, 1909",Ralph Byrd,Ralph,male
nm0162055,"november 9, 1892",Martin Cichy,Martin,male
nm0182757,"august 4, 1924",David Cota,David,male
nm0180900,"april 19, 1907",Mady Correll,Mady,female
nm0681810,"september 6, 1883",June Pickerell,June,female
nm0047454,"september 26, 1919",Richard Bailey,Richard,male
nm0340618,"july 18, 1887",Madeline Grey,Madeline,female
nm0130268,"june 24, 1901",Alex Callam,Alex,male
nm0446739,"march 14, 1880",P.J. Kelly,P.J.,
nm0727125,"january 5, 1904",Mike Riley,Mike,male
nm0056270,"august 11, 1923",Lita Baron,Lita,female
nm0734709,"march 5, 1910",Gene Rodgers,Gene,male
nm0786345,"september 1, 1925",Clifford Severn,Clifford,male
nm0663570,"august 10, 1924",Pat Parrish,Pat,male
nm0116331,"july 23, 1903",Frederic Brunn,Frederic,male
nm0317393,"june 3, 1902",Frederick Giermann,Frederick,male
nm2595290,"december 24, 1920",Betty Jane Graham,Betty,female
nm0004496,"august 25, 1916",Van Johnson,Van,male
nm0214529,"august 25, 1913",Don DeFore,Don,male
nm0348178,"may 17, 1921",Herbert Gunn,Herbert,male
nm0857187,"november 20, 1919",Phyllis Thaxter,Phyllis,female
nm0717691,"september 9, 1920",John R. Reilly,John,male
nm0184557,"august 12, 1921",Douglas Cowan,Douglas,male
nm0550342,"march 23, 1915",Maurice Marsac,Maurice,male
nm0248083,"january 19, 1919",Ray Eberle,Ray,male
nm0699430,"august 27, 1901",Roger Pryor,Roger,male
nm0186833,"september 13, 1920",John Crawford,John,male
nm0596663,"january 20, 1920",Carmen Molina,Carmen,female
nm0527741,"may 27, 1918",Dora Luz,Dora,female
nm0001359,"january 4, 1905",Sterling Holloway,Sterling,male
nm0621699,"december 7, 1904",Clarence Nash,Clarence,male
nm0304881,"november 15, 1911",Joaquin Garay,Joaquin,male
nm0647057,"february 11, 1904",José Oliveira,José,male
nm0334035,"november 22, 1914",Frank Graham,Frank,male
nm0793195,"may 18, 1904",Fred Shields,Fred,male
nm0024024,"september 16, 1913",Nestor Amaral,Nestor,male
nm0021925,"february 19, 1908",Almirante,Almirante,male
nm0173416,"september 11, 1892",Pinto Colvig,Pinto,male
nm0418155,"october 5, 1883",Elsa Janssen,Elsa,female
nm0405220,"february 25, 1906",Warren Hymer,Warren,male
nm0907612,"august 1, 1918",Cheryl Walker,Cheryl,female
nm0794301,"july 6, 1921",Bill Shirley,Bill,male
nm0567434,"january 28, 1886",Sam McDaniel,Sam,male
nm0105462,"february 7, 1923",Keefe Brasselle,Keefe,male
nm0715441,"november 27, 1866",George Reed,George,male
nm0121707,"september 24, 1886",James Burke,James,male
nm0485806,"may 5, 1917",June Lang,June,female
nm0662251,"november 8, 1902",Franklin Parker,Franklin,male
nm0038711,"march 28, 1904",Harris Ashburn,Harris,male
nm0326984,"august 10, 1889",Augie Gomez,Augie,male
nm0914778,"may 27, 1879",Lucile Watson,Lucile,female
nm0293530,"june 9, 1926",Mona Freeman,Mona,female
nm0859222,"may 20, 1931",Joyce Arleen,Joyce,female
nm0070458,"february 21, 1935",Dawn Bender,Dawn,female
nm0096618,"september 12, 1909",Nina Borget,Nina,female
nm0179409,"january 8, 1890",Marcelle Corday,Marcelle,female
nm0195035,1884,Marguerite D'Alvarez,Marguerite,female
nm0573024,"may 17, 1906",Horace McMahon,Horace,male
nm0400502,"march 21, 1890",Charles Anthony Hughes,Charles,male
nm0725920,"january 27, 1918",Suzanne Ridgway,Suzanne,female
nm0000002,"september 16, 1924",Lauren Bacall,Lauren,female
nm0602834,"january 27, 1926",Dolores Moran,Dolores,female
nm0005994,"november 22, 1899",Hoagy Carmichael,Hoagy,male
nm0844346,"may 28, 1910",Walter Szurovy,Walter,male
nm0786811,"february 22, 1915",Dan Seymour,Dan,male
nm0618891,"april 23, 1899",Aldo Nadi,Aldo,male
nm3839234,"march 4, 1923",Juliette Ball,Juliette,female
nm0055257,"may 18, 1923",Joy Barlow,Joy,female
nm0002050,"december 20, 1898",Irene Dunne,Irene,female
nm0000964,"august 28, 1899",Charles Boyer,Charles,male
nm0183857,"december 27, 1926",Jerome Courtland,Jerome,male
nm0029915,"september 1, 1895",Edit Angold,Edit,female
nm0392945,"october 5, 1930",Skip Homeier,Skip,male
nm0004863,"june 28, 1931",Marvin Davis,Marvin,male
nm0533712,"january 19, 1896",Mary MacLaren,Mary,female
nm0860573,"april 22, 1929",Patsy Anne Thompson,Patsy,female
nm1316855,"december 11, 1930",Sonny Boy Williams,Sonny,male
nm0000861,"march 28, 1924",Freddie Bartholomew,Freddie,male
nm0172559,"december 3, 1898",Monte Collins,Monte,male
nm0585481,"october 3, 1874",Charles Middleton,Charles,male
nm0942979,"december 28, 1916",Maris Wrixon,Maris,female
nm0667101,"march 8, 1906",Ezra Paulette,Ezra,male
nm0336467,"march 3, 1911",Beatrice Gray,Beatrice,female
nm0634276,"january 16, 1892",Herman Nowlin,Herman,male
nm0298197,"july 6, 1908",Clem Fuller,Clem,male
nm0485537,"april 4, 1913",Rosemary Lane,Rosemary,female
nm0235897,"october 10, 1913",Johnny Downs,Johnny,male
nm0425077,"december 14, 1910",Erskine Johnson,Erskine,male
nm0281487,"july 14, 1894",Dave Fleischer,Dave,male
nm0384968,"july 29, 1916",Ruth Hilliard,Ruth,female
nm1019714,"march 20, 1904",Bob Chester,Bob,male
nm0540338,"december 9, 1903",Matty Malneck,Matty,male
nm0036280,"september 11, 1887",Gus Arnheim,Gus,male
nm0020555,"july 26, 1895",Gracie Allen,Gracie,female
nm0416548,"march 15, 1916",Harry James,Harry,male
nm0191265,"january 1, 1900",Xavier Cugat,Xavier,male
nm0167610,"april 23, 1882",Albert Coates,Albert,male
nm0411825,"march 12, 1898",Amparo Iturbi,Amparo,female
nm0528685,"january 28, 1906",George Lynn,George,male
nm0368889,"july 1, 1911",Maggie Hathaway,Maggie,female
nm0511318,"august 21, 1904",Rolf Lindau,Rolf,male
nm0717137,"december 4, 1904",Otto Reichow,Otto,male
nm0252268,"march 1, 1903",Carl Ekberg,Carl,male
nm0294536,"october 11, 1900",Arno Frey,Arno,male
nm0804224,"may 30, 1899",Cornelia Otis Skinner,Cornelia,female
nm0830019,"june 21, 1896",Dorothy Stickney,Dorothy,female
nm0263481,"june 9, 1883",Barbara Everest,Barbara,female
nm0335440,"april 25, 1879",Helena Grant,Helena,female
nm0340616,"november 7, 1912",Lynda Grey,Lynda,female
nm0452557,"august 2, 1892",John Kieran,John,male
nm0627760,"september 6, 1887",Jessica Newcombe,Jessica,female
nm0001224,"june 20, 1909",Errol Flynn,Errol,male
nm0838130,"may 26, 1923",Jean Sullivan,Jean,female
nm0007308,"april 25, 1902",Per Aabel,Per,male
nm0890131,"march 15, 1908",Roland Varno,Roland,male
nm0488951,"march 27, 1930",Bobby Larson,Bobby,male
nm0408662,"november 9, 1936",Teddy Infuhr,Teddy,male
nm0071623,"december 7, 1924",Boyd Bennett,Boyd,male
nm0261426,"february 13, 1895",Fred Essler,Fred,male
nm0001414,"january 18, 1911",Danny Kaye,Danny,male
nm0543319,"january 17, 1904",Knox Manning,Knox,male
nm0048256,"may 5, 1907",Benny Baker,Benny,male
nm0225636,"november 6, 1910",Donald Dickson,Donald,male
nm0665850,"june 20, 1911",Gail Patrick,Gail,female
nm0313478,"january 20, 1898",John George,John,male
nm0247818,"may 17, 1924",Evelyn Eaton,Evelyn,female
nm0504850,"march 6, 1904",Mike Letz,Mike,male
nm0787175,"november 23, 1895",Jamesson Shade,Jamesson,male
nm0576055,"september 7, 1890",Lew Meehan,Lew,male
nm0562858,"october 23, 1935",Donald Mayo,Donald,male
nm0689800,"february 18, 1928",David Polonsky,David,male
nm0697733,"january 26, 1913",William Prince,William,male
nm0639687,"december 8, 1917",Marianne O'Brien,Marianne,female
nm0497313,"august 1, 1925",Georgia Lee,Georgia,female
nm0258757,"june 1, 1925",Richard Erdman,Richard,male
nm0102347,"july 18, 1908",Walden Boyle,Walden,male
nm0108665,"october 16, 1889",Loie Bridge,Loie,female
nm0887975,"november 29, 1907",Dale Van Sickel,Dale,male
nm1022514,"april 14, 1916",Howard Johnson,Howard,male
nm0814796,"march 24, 1901",George Sorel,George,male
nm0617212,"june 11, 1888",Rudolf Myzet,Rudolf,male
nm0638212,"may 11, 1895",Fred Nurney,Fred,male
nm0827211,"february 7, 1901",Robert R. Stephenson,Robert,male
nm0075638,"january 12, 1896",Martin Berliner,Martin,male
nm0196885,"january 7, 1913",Terry Walker,Terry,male
nm0416371,"april 23, 1920",Claire James,Claire,female
nm0569111,"march 24, 1895",Pat McKee,Pat,male
nm0332095,"january 12, 1890",Mici Goty,Mici,female
nm0408429,"august 29, 1878",John Ince,John,male
nm0483672,"march 16, 1910",Marten Lamont,Marten,male
nm0436523,"september 15, 1913",George Kamel,George,male
nm0251755,"december 11, 1908",Sally Eilers,Sally,female
nm0941019,"june 5, 1919",Marjorie Woodworth,Marjorie,female
nm0950267,"march 16, 1906",Henny Youngman,Henny,female
nm0550803,"april 8, 1899",Charles 'Red' Marshall,Charles,male
nm0697800,"july 23, 1895",Aileen Pringle,Aileen,female
nm0611804,"october 7, 1887",Jack Mulhall,Jack,male
nm0865227,"august 13, 1907",Mabel Todd,Mabel,female
nm0111530,"april 20, 1896",Milt Bronson,Milt,male
nm0866344,"september 8, 1907",Sid Tomack,Sid,male
nm0614676,"april 28, 1913",Rose Murphy,Rose,female
nm0399989,"january 24, 1919",William Hudson,William,male
nm0824885,"february 14, 1888",Larry Steers,Larry,male
nm0777788,"march 11, 1981",Matthias Schweighöfer,Matthias,male
nm0405976,"november 14, 1979",Mavie Hörbiger,Mavie,female
nm4234470,1999,Paul Alhäuser,Paul,male
nm1065929,"may 29, 1982",Elyas M'Barek,Elyas,male
nm0259435,1958,Lilay Huser,Lilay,female
nm1402546,"june 16, 1980",Sibel Kekilli,Sibel,female
nm2414404,1957,Vedat Erincin,Vedat,male
nm0126647,"june 23, 1979",Luise Bähr,Luise,female
nm3177935,"march 12, 1981",Friedrich Mücke,Friedrich,male
nm0955995,1964,Tom Zickler,Tom,male
nm0017783,"june 1, 1971",Pasquale Aleardi,Pasquale,male
nm3164815,october 1999,Noah Wiechers,Noah,male
nm3225968,"july 6, 1997",Julia Nelles,Julia,female
nm3350153,"april 14, 1985",Lisa Loch,Lisa,female
nm0001375,"november 12, 1922",Kim Hunter,Kim,female
nm0358076,"september 9, 1899",Neil Hamilton,Neil,male
nm0523912,"november 9, 1895",Lou Lubin,Lou,female
nm0757943,"may 20, 1899",Virginia Sale,Virginia,female
nm0594022,"september 27, 1909",Marta Mitrovich,Marta,female
nm0117183,"november 6, 1917",Marie Bryant,Marie,female
nm0145336,"april 24, 1914",William Castle,William,male
nm0942921,1916,Wen Wright,Wen,female
nm0089248,"may 2, 1899",Willie Bloom,Willie,male
nm0170969,"december 22, 1885",Charles Coleman,Charles,male
nm0926599,"june 19, 1865",May Whitty,May,female
nm0911314,"june 18, 1903",John Warburton,John,male
nm0285301,"january 14, 1909",Brenda Forbes,Brenda,female
nm0604381,"october 3, 1921",Janet Warren,Janet,female
nm0081361,"january 18, 1883",Edward Peil Sr.,Edward,male
nm0285864,"july 7, 1911",Ruth Ford,Ruth,female
nm0719686,"april 18, 1889",James Rennie,James,male
nm0001948,"january 1, 1891",Charles Bickford,Charles,male
nm0642660,"may 6, 1913",Kevin O'Shea,Kevin,male
nm0001395,"october 10, 1926",Richard Jaeckel,Richard,male
nm0200026,"august 27, 1916",Mark Daniels,Mark,male
nm0639529,"september 10, 1915",Edmond O'Brien,Edmond,male
nm0852279,"december 13, 1920",Don Taylor,Don,male
nm0002011,"december 8, 1911",Lee J. Cobb,Lee,male
nm0371122,"june 25, 1915",Peter Lind Hayes,Peter,male
nm0062667,"november 19, 1908",Alan Baxter,Alan,male
nm0000999,"february 5, 1919",Red Buttons,Red,male
nm0625167,"april 16, 1917",Barry Nelson,Barry,male
nm0401629,"may 26, 1917",Rune Hultman,Rune,male
nm0878736,"august 13, 1914",John Tyers,John,male
nm0100109,"january 7, 1908",Philip Bourneuf,Philip,male
nm0581282,"august 2, 1915",Gary Merrill,Gary,male
nm0000946,"october 25, 1909",Whit Bissell,Whit,male
nm0001660,"january 5, 1914",George Reeves,George,male
nm0677959,"november 16, 1912",George Petrie,George,male
nm0753086,"january 5, 1916",Alfred Ryder,Alfred,male
nm0001500,"march 22, 1912",Karl Malden,Karl,male
nm0000910,"february 27, 1910",Joan Bennett,Joan,female
nm0414090,"july 4, 1886",Thomas E. Jackson,Thomas,male
nm0206126,"july 4, 1870",Frank Dawson,Frank,male
nm0140722,"january 11, 1924",Alma Carroll,Alma,female
nm0168939,"august 13, 1909",Tristram Coffin,Tristram,male
nm0242125,"january 11, 1911",Tommy Duncan,Tommy,male
nm0368120,"december 4, 1886",Al Haskell,Al,male
nm0377754,"july 14, 1918",Carol Henry,Carol,female
nm0564197,"january 3, 1917",Leon McAuliffe,Leon,male
nm0599799,"november 14, 1891",Jack Montgomery,Jack,male
nm0693385,"september 4, 1892",Benny Petti,Benny,male
nm0722384,"april 24, 1921",Betty Jane Rhodes,Betty,female
nm0426708,"december 1, 1915",Johnny Johnston,Johnny,male
nm0195506,"june 5, 1907",Alfonso D'Artega,Alfonso,male
nm0908695,"october 12, 1923",Jean Wallace,Jean,female
nm0894669,"october 27, 1923",Glen Vernon,Glen,male
nm0114847,"march 24, 1928",Vanessa Brown,Vanessa,female
nm0054133,"january 26, 1893",Ben Bard,Ben,male
nm0862937,"march 15, 1919",Lawrence Tierney,Lawrence,male
nm0909697,"february 2, 1924",Johnny Walsh,Johnny,male
nm0737158,"august 21, 1912",Rod Rogers,Rod,male
nm0056095,"december 20, 1940",Harold Barnitz,Harold,male
nm0090008,"august 1, 1894",Stanley Blystone,Stanley,male
nm0275410,"november 22, 1902",Emanuel Feuermann,Emanuel,male
nm0226915,"february 23, 1894",Mildred Dilling,Mildred,female
nm3576768,"december 13, 1908",Victor Babin,Victor,male
nm3586202,"august 22, 1909",Vitya Vronsky,Vitya,male
nm0001791,"august 5, 1911",Robert Taylor,Robert,male
nm4561586,"january 17, 1911",John S. McCain Jr.,John,male
nm0594036,"january 26, 1887",Marc A. Mitscher,Marc,male
nm0869109,"march 25, 1867",Arturo Toscanini,Arturo,male
nm0670281,"june 3, 1904",Jan Peerce,Jan,male
nm0580565,"november 16, 1907",Burgess Meredith,Burgess,male
nm0869110,1929,Walfredo Toscanini,Walfredo,male
nm0712789,"september 15, 1907",Stanley Wray,Stanley,male
nm1664700,"july 31, 1918",Robert Morgan,Robert,male
nm1059668,"october 23, 1916",James A. Verinis,James,male
nm1058487,"may 25, 1920",Robert J. Hanson,Robert,male
nm0263291,"september 6, 1920",Vince Evans,Vince,male
nm0360622,"september 28, 1903",Haywood Hansell,Haywood,male
nm0454377,"december 14, 1895",King George VI,King,male
nm0703069,"august 4, 1900",Queen Elizabeth the Queen Mother,Queen,female
nm0247139,"april 13, 1896",Ira C. Eaker,Ira,female
nm0222411,"september 8, 1887",Jacob L. Devers,Jacob,male
nm0319497,"march 18, 1912",Art Gilmore,Art,male
nm0312890,"august 9, 1905",Leo Genn,Leo,male
nm0587061,"september 27, 1907",Bernard Miles,Bernard,male
nm0018460,"december 10, 1891",Harold Alexander,Harold,male
nm0027019,"december 25, 1891",Kenneth Anderson,Kenneth,male
nm0103357,"february 12, 1893",Omar N. Bradley,Omar,male
nm0111684,"july 23, 1883",Alan Brooke,Alan,male
nm0161476,"november 30, 1874",Winston Churchill,Winston,male
nm0164254,"may 1, 1896",Mark W. Clark,Mark,male
nm0192226,"may 1, 1887",Alan Cunningham,Alan,male
nm0192231,"january 7, 1883",Andrew Cunningham,Andrew,male
nm0201320,"august 7, 1881",François Darlan,François,male
nm0208540,"november 22, 1890",Charles de Gaulle,Charles,male
nm0233232,"december 14, 1896",James Doolittle,James,male
nm0252032,"october 14, 1890",Dwight D. Eisenhower,Dwight,male
nm0320781,"january 18, 1879",Henri Giraud,Henri,male
nm0386944,"april 20, 1889",Adolf Hitler,Adolf,male
nm0421922,"november 26, 1917",Adele Jergens,Adele,female
nm0491311,1909,John Laurenz,John,male
nm0495454,"december 10, 1901",Bert LeBaron,Bert,male
nm0511104,"february 6, 1889",Elmo Lincoln,Elmo,male
nm0262635,"june 13, 1981",Chris Evans,Chris,male
nm0915989,"april 4, 1960",Hugo Weaving,Hugo,male
nm0000168,"december 21, 1948",Samuel L. Jackson,Samuel,male
nm2017943,"april 5, 1982",Hayley Atwell,Hayley,female
nm1659221,"august 13, 1982",Sebastian Stan,Sebastian,male
nm0000169,"september 15, 1946",Tommy Lee Jones,Tommy,male
nm1002641,"june 2, 1978",Dominic Cooper,Dominic,male
nm0035514,"august 22, 1971",Richard Armitage,Richard,male
nm0001804,"november 11, 1960",Stanley Tucci,Stanley,male
nm0568180,"february 13, 1966",Neal McDonough,Neal,male
nm1035682,"april 24, 1974",Derek Luke,Derek,male
nm0158846,october 20,Kenneth Choi,Kenneth,male
nm0270625,"april 1, 1978",JJ Feild,JJ,male
nm0795345,"october 6, 1979",Lex Shrapnel,Lex,male
nm0104787,"april 20, 1945",Michael Brandon,Michael,male
nm1453396,"november 28, 1966",Martin T. Sherman,Martin,male
nm0637041,"august 22, 1904",Jay Novello,Jay,male
nm0017731,"july 9, 1917",Kay Aldridge,Kay,female
nm0337810,"november 30, 1900",Duke Green,Duke,male
nm0909040,"june 14, 1889",Eddy Waller,Eddy,male
nm0421041,"september 23, 1876",Si Jenks,Si,male
nm0703070,"april 21, 1926",Queen Elizabeth II,Queen,female
nm0781183,"september 8, 1921",Harry Secombe,Harry,male
nm0150196,"march 18, 1869",Neville Chamberlain,Neville,male
nm0246872,"september 16, 1891",Karl Dönitz,Karl,male
nm0301904,"june 25, 1896",Richard N. Gale,Richard,male
nm0351425,"january 12, 1893",Hermann Göring,Hermann,male
nm0454704,"november 23, 1878",Ernest J. King,Ernest,male
nm0455383,"december 17, 1874",William Lyon Mackenzie King,William,male
nm0500320,"july 11, 1892",Trafford Leigh-Mallory,Trafford,male
nm0522251,"july 9, 1911",Simon Fraser 15th Lord Lovat,Simon,male
nm0527619,"december 28, 1890",Viktor Lutze,Viktor,male
nm0599728,"november 17, 1887",Bernard L. Montgomery,Bernard,male
nm0892044,"june 23, 1903",Anthony Veiller,Anthony,male
nm0634313,"august 11, 1902",Lloyd Nolan,Lloyd,male
nm0472522,"january 26, 1881",Walter Krueger,Walter,male
nm0531274,"january 26, 1880",Douglas MacArthur,Douglas,male
nm0362041,"may 21, 1895",Ben Hardaway,Ben,male
nm3023064,"april 26, 1917",Dick Nelson,Dick,male
nm0656980,"june 30, 1905",Nestor Paiva,Nestor,male
nm1210890,"october 9, 1916",Lee Sweetland,Lee,male
nm0155668,"september 6, 1893",Claire Chennault,Claire,female
nm0156971,"october 31, 1887",Kai-Shek Chiang,Kai-Shek,male
nm0156976,"february 12, 1898",Madame Chiang,Madame,female
nm0160887,"december 18, 1886",Teh Chu,Teh,male
nm0249075,"june 12, 1897",Anthony Eden,Anthony,male
nm0357044,"october 30, 1882",William F. Halsey,William,male
nm0386375,"april 29, 1901",Hirohito,Hirohito,male
nm0609884,"june 25, 1900",Louis Mountbatten,Louis,male
nm0699701,"february 7, 1906",Puyi,Puyi,male
nm0740483,"january 30, 1882",Franklin D. Roosevelt,Franklin,male
nm0830364,"march 19, 1883",Joseph W. Stilwell,Joseph,male
nm0838998,"november 12, 1866",Yat-sen Sun,Yat-sen,male
nm0360253,"july 14, 1910",William Hanna,William,male
nm0485764,"december 29, 1894",Harry Lang,Harry,male
nm0070153,"april 4, 1906",Bea Benaderet,Bea,female
nm0737008,"july 31, 1923",Kent Rogers,Kent,male
nm0002935,"june 19, 1897",Moe Howard,Moe,male
nm0004310,"october 5, 1902",Larry Fine,Larry,male
nm0397219,"october 22, 1903",Curly Howard,Curly,female
nm0340806,"january 3, 1890",Eddie Gribbon,Eddie,male
nm0440455,"july 1, 1889",Johnny Kascier,Johnny,male
nm0871324,"january 2, 1884",Victor Travis,Victor,male
nm0088472,"july 7, 1901",Beatrice Blinn,Beatrice,female
nm0094571,"march 5, 1894",Symona Boniface,Symona,female
nm0539113,"december 1, 1910",Judy Malcolm,Judy,female
nm0680296,"october 30, 1904",Charles Phillips,Charles,male
nm0741731,"may 18, 1911",Wally Rose,Wally,male
nm0335009,"june 13, 1903",Harold 'Red' Grange,Harold,male
nm0707814,"november 21, 1899",Jobyna Ralston,Jobyna,female
