actorid,dob
nm0001401,"june 4, 1975"
nm0111013,"december 15, 1979"
nm0000681,"march 28, 1970"
nm0913488,"january 31, 1977"
nm0202966,"june 4, 1956"
nm0919363,"november 30, 1969"
nm1157358,"march 23, 1976"
nm0545335,"july 23, 1974"
nm0607185,"april 12, 1979"
nm0716275,"november 30, 1970"
nm1931382,"august 18, 1974"
nm0324305,"october 29, 1897"
nm0381523,"april 26, 1894"
nm0742169,"january 12, 1893"
nm0902861,"april 30, 1893"
nm1058095,"june 9, 1993"
nm2482481,december 14
nm2466273,december 21
nm4197678,"may 19, 1994"
nm3743828,"october 17, 1986"
nm0874866,"august 29, 1980"
nm1548493,"december 3, 1982"
nm1284845,"november 13, 1981"
nm0943104,"april 3, 1974"
nm0523734,"january 19, 1927"
nm0648499,"may 11, 1977"
nm2772613,"march 27, 1983"
nm2504513,"september 30, 1987"
nm0498189,"september 27, 1975"
nm0516310,"march 19, 1957"
nm1992930,"october 24, 1974"
nm1936402,"april 30, 1963"
nm0155599,"october 6, 1964"
nm1264535,"september 16, 1977"
nm2112073,"may 13, 1980"
nm0088722,"november 6, 1924"
nm0103287,"july 10, 1923"
nm0301035,"march 7, 1925"
nm0371050,"january 12, 1923"
nm0815999,"september 19, 1925"
nm0833416,"november 10, 1919"
nm0877831,"may 27, 1885"
nm0052203,"june 9, 1890"
nm0365248,"march 28, 1900"
nm0505249,"august 28, 1905"
nm0666567,"november 11, 1885"
nm0821672,"december 18, 1878"
nm0000277,"august 29, 1923"
nm0154665,"january 29, 1923"
nm0266437,"september 19, 1923"
nm0739683,"november 15, 1891"
nm0009805,"april 11, 1893"
nm0075536,"january 29, 1895"
nm0107022,"july 19, 1900"
nm0161869,"march 18, 1903"
nm0197566,"june 18, 1884"
nm0249374,"april 3, 1890"
nm0290542,"december 4, 1892"
nm0385441,"october 7, 1900"
nm0401414,"october 2, 1871"
nm0403203,"june 25, 1880"
nm0526184,"february 6, 1911"
nm0122783,"august 9, 1907"
nm0741885,"november 1, 1882"
nm0808139,"february 28, 1913"
nm0400490,"january 17, 1910"
nm0022705,"july 5, 1907"
nm0898748,"september 12, 1918"
nm0788039,"february 6, 1925"
nm0074196,"july 31, 1921"
nm0562773,"june 30, 1921"
nm0447985,"november 13, 1922"
nm0071792,"august 14, 1911"
nm0550904,"april 4, 1939"
nm0593146,"september 24, 1889"
nm0302189,"november 7, 1908"
nm0846457,"september 30, 1915"
nm1067467,"march 25, 1921"
nm0675353,"july 24, 1917"
nm0689444,"november 9, 1889"
nm0889536,"november 11, 1875"
nm0303128,"june 30, 1900"
nm0580271,"january 31, 1910"
nm0700416,"february 2, 1909"
nm0703362,"september 13, 1908"
nm1182327,"october 2, 1900"
nm3237949,"july 12, 1937"
nm0472604,"july 24, 1895"
nm0780450,"july 2, 1913"
nm0520380,"september 29, 1873"
nm0658012,"march 17, 1905"
nm0063619,"august 13, 1909"
nm0003318,"november 24, 1913"
nm0565943,"march 31, 1895"
nm0057969,"august 26, 1918"
nm8017940,"october 20, 1993"
nm0561982,"january 16, 1963"
nm6888453,"january 3, 1973"
nm0001654,"february 6, 1911"
nm0041490,"june 21, 1884"
nm0495013,"may 6, 1875"
nm0550895,"december 31, 1880"
nm0019996,"march 17, 1927"
nm0382193,"march 7, 1904"
nm1004634,"september 9, 1922"
nm0446013,"march 25, 1926"
nm0238445,"january 31, 1922"
nm0635887,"april 22, 1922"
nm0330653,"june 11, 1886"
nm0041165,"may 2, 1878"
nm0662943,"august 1, 1892"
nm0634278,"november 29, 1915"
nm0355408,"august 19, 1899"
nm0113509,"february 22, 1907"
nm0101641,"september 24, 1918"
nm0666230,"october 9, 1888"
nm1471927,"july 20, 1928"
nm0109495,"december 19, 1917"
nm0703491,"february 12, 1906"
nm0762329,"april 29, 1928"
nm0124463,"june 15, 1899"
nm0100140,"july 19, 1920"
nm0925846,"february 14, 1912"
nm0239041,"april 12, 1914"
nm0110480,"january 16, 1903"
nm0275310,"september 9, 1896"
nm0001322,"march 5, 1908"
nm0155374,"march 20, 1909"
nm0156712,"march 23, 1914"
nm0610275,"april 25, 1922"
nm0514212,"july 6, 1918"
nm0641035,"january 29, 1907"
nm0186391,"february 19, 1875"
nm0006119,"july 9, 1882"
nm0138194,"september 14, 1914"
nm0634749,"april 29, 1921"
nm0028365,"february 19, 1904"
nm0086204,"october 4, 1917"
nm0851590,"april 2, 1931"
nm0058117,"november 16, 1922"
nm0944797,"october 2, 1898"
nm0017404,1925
nm0877099,"december 5, 1898"
nm0564634,"january 6, 1900"
nm0568418,"october 3, 1890"
nm0600188,"october 19, 1907"
nm0790064,"march 5, 1926"
nm0628536,"september 22, 1921"
nm0065182,"june 7, 1876"
nm0131985,"october 30, 1934"
nm0086627,"april 24, 1914"
nm0098989,"april 8, 1931"
nm0713799,"december 29, 1917"
nm0189018,"april 27, 1908"
nm0561537,"march 15, 1907"
nm0057996,"september 24, 1909"
nm0640732,"july 6, 1923"
nm0751174,"january 14, 1914"
nm0658339,"may 24, 1914"
nm0509776,"june 23, 1906"
nm0871298,"may 27, 1913"
nm0857658,"january 15, 1879"
nm0428039,"september 22, 1915"
nm0447459,"june 14, 1905"
nm0874298,"may 7, 1900"
nm0758151,1902
nm0911484,"october 10, 1916"
nm0206060,"october 18, 1916"
nm0662278,"december 5, 1923"
nm0182818,"march 19, 1912"
nm0920853,"august 7, 1890"
nm0413528,"december 29, 1907"
nm0587697,"november 12, 1919"
nm0002024,"december 9, 1911"
nm0680511,"december 29, 1919"
nm0560076,"june 12, 1890"
nm0057887,"february 7, 1914"
nm0219396,"march 27, 1914"
nm1072757,"march 4, 1943"
nm0115393,"october 9, 1916"
nm0011116,"july 15, 1920"
nm0117269,"february 21, 1910"
nm0613862,"august 5, 1900"
nm0178012,"september 15, 1894"
nm0650523,"august 12, 1912"
nm0196247,"may 4, 1909"
nm0235835,"may 15, 1923"
nm0146542,"june 1, 1922"
nm0212461,"february 18, 1907"
nm0760676,"march 16, 1927"
nm0033958,1914
nm5235162,"july 26, 1928"
nm0039058,"october 18, 1917"
nm0055308,"december 14, 1922"
nm0069352,"march 30, 1892"
nm0215859,"december 15, 1917"
nm0898225,"february 25, 1883"
nm0288995,"january 22, 1884"
nm0367612,"october 6, 1887"
nm0329828,"february 6, 1921"
nm0871562,"may 18, 1895"
nm0903634,"july 3, 1894"
nm0263091,"february 8, 1910"
nm0665842,"june 3, 1921"
nm0103719,"may 29, 1920"
nm0107191,"june 18, 1901"
nm0686032,"january 3, 1894"
nm0394407,"may 2, 1885"
nm0005066,"december 14, 1911"
nm1685403,"september 10, 1873"
nm0939931,"february 9, 1892"
nm0000081,"july 20, 1938"
nm0164054,"june 23, 1912"
nm0950858,"april 30, 1892"
nm0365685,"december 23, 1925"
nm0149467,"march 11, 1927"
nm0871577,"july 14, 1879"
nm0325668,"december 5, 1902"
nm0752512,"august 25, 1896"
nm0168032,"march 1, 1916"
nm0424423,"december 2, 1923"
nm0108584,"december 6, 1937"
nm0176592,"april 3, 1905"
nm0287668,"october 15, 1906"
nm0733540,"june 7, 1915"
nm0222675,"november 26, 1934"
nm0222616,"january 24, 1939"
nm0591615,"august 8, 1898"
nm0922599,"march 22, 1913"
nm0715748,"february 10, 1916"
nm0122986,"june 10, 1920"
nm0247401,"december 25, 1919"
nm0212878,"march 10, 1922"
nm0878515,"march 15, 1895"
nm0842970,"may 4, 1941"
nm0173993,"march 19, 1897"
nm0610259,"september 5, 1882"
nm0001794,"september 9, 1971"
nm0001056,"january 3, 1932"
nm0614526,may 5
nm0631506,"february 27, 1975"
nm0570615,"june 27, 1907"
nm0634282,"december 30, 1911"
nm0142746,"september 28, 1949"
nm0744523,"march 14, 1946"
nm0001235,"june 7, 1955"
nm0233306,"april 20, 1934"
nm0505357,"september 15, 1946"
nm0157607,"march 22, 1933"
nm0549884,"march 14, 1943"
nm0942922,"december 1, 1948"
nm0600477,"december 18, 1946"
nm0052354,"december 15, 1896"
nm0703689,"november 12, 1920"
nm0152159,"december 28, 1943"
nm0223244,"june 10, 1933"
nm0223245,"june 1, 1931"
nm0800397,"july 22, 1938"
nm0789211,"february 2, 1910"
nm0572783,"july 2, 1921"
nm0478446,"april 10, 1910"
nm1004450,"april 4, 1924"
nm0047677,"october 5, 1907"
nm0106248,"october 13, 1917"
nm0208845,"january 13, 1922"
nm0372271,"june 8, 1923"
nm0294343,"december 5, 1909"
nm0243929,"july 11, 1918"
nm0165802,"june 9, 1905"
nm0094866,"november 24, 1918"
nm0057308,"may 24, 1916"
nm0001737,"march 26, 1950"
nm0001578,"april 1, 1952"
nm0001663,"march 30, 1956"
nm0005088,"february 12, 1953"
nm0701058,"september 22, 1978"
nm0034305,"july 18, 1962"
nm0001959,"october 18, 1958"
nm0835725,january 13
nm0605030,"september 3, 1950"
nm0691588,"september 22, 1946"
nm0319304,"january 24, 1941"
nm0716461,"february 14, 1930"
nm0612194,"may 22, 1964"
nm0000789,"march 2, 1917"
nm0692093,"september 24, 1912"
nm0214623,"january 9, 1916"
nm0605685,"march 19, 1915"
nm0318224,"september 7, 1926"
nm0624384,"april 16, 1898"
nm0724188,"july 18, 1915"
nm0875861,"february 12, 1919"
nm0596056,"june 11, 1914"
nm0280900,"march 8, 1897"
nm0746705,"december 28, 1913"
nm0150903,"january 18, 1876"
nm0308197,"december 8, 1892"
nm0912846,"april 7, 1926"
nm0020695,"march 30, 1918"
nm0610119,"july 2, 1922"
nm0700573,"september 17, 1907"
nm0750706,"september 20, 1955"
nm11112741,"december 11, 1973"
nm8934335,"june 11, 1995"
nm0236157,"march 3, 1926"
nm0382397,"december 4, 1915"
nm0193295,"july 27, 1968"
nm1094036,"march 24, 1982"
nm0334431,"may 8, 1965"
nm0000014,"july 1, 1916"
nm0000817,"december 28, 1908"
nm0519160,"december 17, 1927"
nm0259977,"april 25, 1892"
nm0671738,"august 9, 1895"
nm0035589,"february 3, 1920"
nm0186280,"may 3, 1924"
nm0319159,"october 14, 1915"
nm0232637,"march 20, 1916"
nm0078421,"march 8, 1921"
nm0795458,"july 4, 1912"
nm1107866,"march 16, 1916"
nm0042960,"february 14, 1896"
nm0324176,"april 3, 1898"
nm0564721,1901
nm0292420,"august 18, 1929"
nm0226583,"september 9, 1939"
nm0851182,"june 18, 1942"
nm0362682,"september 20, 1940"
nm0240904,"july 19, 1910"
nm0447745,"october 7, 1935"
nm0282630,"july 24, 1916"
nm0121865,"october 8, 1961"
nm0225889,"february 25, 1953"
nm0162458,"august 10, 1960"
nm0604976,"august 12, 1958"
nm0203008,"may 23, 1930"
nm0002311,"march 15, 1880"
nm0037769,"december 29, 1917"
nm0315206,"october 20, 1906"
nm0675103,"march 7, 1895"
nm0687405,"april 16, 1904"
nm0921799,"april 20, 1913"
nm0466042,"december 27, 1933"
nm0005954,"april 26, 1896"
nm0370901,"march 15, 1903"
nm0196656,"may 15, 1882"
nm0329467,"december 1, 1902"
nm0007447,"january 9, 1921"
nm0057459,"march 6, 1934"
nm0502600,"september 5, 1891"
nm0873908,"march 20, 1908"
nm0186596,"january 15, 1909"
nm0769144,"may 6, 1875"
nm0049985,"january 7, 1904"
nm0141487,"december 20, 1918"
nm0361945,"january 26, 1908"
nm0069065,"october 24, 1886"
nm0071913,"january 15, 1896"
nm0269514,"september 8, 1894"
nm0731340,"march 10, 1913"
nm0614217,"january 29, 1918"
nm0138826,"october 4, 1923"
nm0001273,"october 14, 1893"
nm0856583,"june 21, 1921"
nm0521300,"november 15, 1903"
nm0574335,"january 8, 1911"
nm0182543,"october 20, 1925"
nm0182608,"october 20, 1925"
nm0581448,"december 14, 1923"
nm0014974,"february 23, 1912"
nm0721161,"september 4, 1892"
nm0122817,"june 26, 1892"
nm0712733,"november 23, 1909"
nm0922548,"january 1, 1898"
nm0940089,"february 11, 1915"
nm0286329,"june 19, 1918"
nm0698139,"july 14, 1901"
nm0163902,"may 6, 1878"
nm0001420,"january 20, 1920"
nm0779422,"august 12, 1927"
nm2255732,"august 11, 1911"
nm0268143,"october 4, 1910"
nm0269671,"september 24, 1892"
nm0367637,"june 21, 1917"
nm0628105,"april 3, 1905"
nm0225961,"december 20, 1916"
nm0301104,"august 20, 1888"
nm0662700,"february 5, 1912"
nm0178098,"march 22, 1922"
nm0469540,"december 12, 1929"
nm0582410,c. 1900
nm0475079,"november 19, 1887"
nm0475080,"july 10, 1895"
nm0829389,"march 25, 1925"
nm0624747,"november 25, 1920"
nm0205205,"february 16, 1924"
nm0809625,"september 8, 1898"
nm0349269,"november 13, 1915"
nm0941401,"july 23, 1901"
nm0767267,"december 5, 1925"
nm0313896,"august 13, 1926"
nm0421218,"march 8, 1909"
nm0493465,"december 27, 1941"
nm0001229,"may 1, 1916"
nm0871419,"november 29, 1917"
nm0566501,"february 5, 1892"
nm0745525,"january 22, 1907"
nm0356890,"february 11, 1920"
nm0236123,"april 21, 1925"
nm0163975,"may 2, 1906"
nm0949917,"march 23, 1914"
nm0107392,"september 22, 1924"
nm0296866,"november 16, 1918"
nm0282838,"august 8, 1921"
nm0028172,"november 25, 1899"
nm0072788,1895
nm0122104,"october 27, 1877"
nm0159260,"july 26, 1896"
nm0366260,"august 12, 1898"
nm0443963,"april 27, 1925"
nm0115066,"april 20, 1921"
nm0580597,"december 1, 1917"
nm0364027,"september 21, 1892"
nm0615329,"april 13, 1910"
nm0007643,"october 22, 1905"
nm0090155,"may 16, 1922"
nm0673932,"may 4, 1977"
nm0410622,"november 2, 1981"
nm0501210,"february 23, 1978"
nm0000211,"january 27, 1956"
nm1536605,"may 4, 1983"
nm0358964,"august 29, 1978"
nm0445420,"september 16, 1959"
nm0714992,"january 1, 1980"
nm0532833,"may 12, 1982"
nm0861509,"august 6, 1905"
nm0349809,"january 6, 1894"
nm0953398,"november 21, 1919"
nm0736778,"january 15, 1887"
nm0934290,"june 16, 1911"
nm0635563,"june 15, 1921"
nm0112203,"september 21, 1918"
nm0316539,"march 23, 1893"
nm0409898,"december 8, 1900"
nm0878778,"july 5, 1927"
nm0418152,"may 25, 1938"
nm0687538,"june 12, 1895"
nm0332520,"january 4, 1905"
nm0425647,"february 9, 1917"
nm0820744,"may 1, 1894"
nm0001961,"january 10, 1904"
nm0048653,"september 30, 1912"
nm0495396,"december 1, 1913"
nm0672236,"september 18, 1918"
nm0378155,"july 3, 1922"
nm2685937,"april 12, 1977"
nm1203571,"september 18, 1979"
nm0377631,"november 12, 1946"
nm0256890,"july 8, 1955"
nm0639010,"october 24, 1974"
nm1468283,"may 29, 1991"
nm0458039,"june 4, 1963"
nm0223290,"april 9, 1917"
nm0574600,"may 23, 1910"
nm0640651,"november 22, 1912"
nm0103703,"december 31, 1914"
nm0058778,"august 16, 1924"
nm0897141,"june 5, 1910"
nm0907005,"september 6, 1908"
nm0916423,"september 15, 1925"
nm0808473,"august 12, 1893"
nm0715637,"march 25, 1908"
nm0786361,"november 30, 1942"
nm0374022,"august 6, 1904"
nm0930592,"september 7, 1905"
nm0164650,"august 14, 1909"
nm0671985,"november 13, 1907"
nm0557314,"june 16, 1910"
nm0715930,"december 14, 1933"
nm0268024,"december 6, 1903"
nm0268038,"april 25, 1909"
nm0818131,"july 13, 1908"
nm0378134,"june 24, 1921"
nm0791805,"september 22, 1907"
nm0485425,"december 16, 1901"
nm0517659,"june 12, 1885"
nm0601596,"january 8, 1888"
nm0022442,"june 7, 1926"
nm0408565,"november 1, 1905"
nm0632041,"december 9, 1906"
nm0599853,"december 5, 1920"
nm0609003,"september 9, 1941"
nm0277350,"august 13, 1913"
nm0217933,"december 2, 1918"
nm0000071,"may 20, 1908"
nm0439851,"january 15, 1921"
nm0666634,"june 25, 1925"
nm0179786,"august 10, 1914"
nm0397459,"january 16, 1919"
nm0129707,"december 10, 1915"
nm0713032,"april 6, 1918"
nm0284114,"may 3, 1934"
nm0456789,"may 30, 1920"
nm0651197,"july 2, 1916"
nm0035723,"december 12, 1912"
nm0572252,"december 19, 1907"
nm0199723,"january 3, 1924"
nm0358989,"march 28, 1876"
nm0790175,"november 25, 1902"
nm0445518,"april 23, 1915"
nm0377846,"july 9, 1906"
nm0528139,"august 4, 1897"
nm0989277,"june 27, 1915"
nm0446037,"april 26, 1922"
nm0501422,"june 22, 1954"
nm0001344,"may 6, 1952"
nm0786860,"may 4, 1956"
nm0058793,"august 18, 1941"
nm0741454,"november 26, 1959"
nm0860373,"november 9, 1909"
nm0723408,"may 29, 1911"
nm0366547,"september 25, 1897"
nm0607487,"september 13, 1913"
nm0077635,"february 2, 1924"
nm0319037,"december 4, 1912"
nm0123409,"march 26, 1900"
nm0388619,"december 8, 1884"
nm0740589,"march 25, 1904"
nm0073637,"january 10, 1898"
nm0082511,"december 22, 1915"
nm0642145,"april 12, 1946"
nm0907323,"january 25, 1982"
nm0001701,"september 7, 1978"
nm0098013,"july 29, 1984"
nm0959055,"december 30, 1984"
nm0698090,october 1984
nm0395353,august 23
nm0799937,"january 16, 1981"
nm0865686,november 3
nm0906916,"april 2, 1986"
nm0355083,"february 12, 1963"
nm0828124,"march 27, 1984"
nm0870729,"july 8, 1952"
nm0860749,"january 27, 1958"
nm0063218,"september 29, 1955"
nm0926292,"february 6, 1923"
nm0828950,"july 30, 1879"
nm0231942,"april 19, 1937"
nm0666087,"july 6, 1938"
nm0497004,"june 28, 1901"
nm0478851,"november 1, 1904"
nm0118580,"november 29, 1934"
nm0000731,"may 2, 1902"
nm0713270,"august 13, 1908"
nm0284832,"june 11, 1886"
nm0164119,"august 10, 1916"
nm0017628,"november 17, 1925"
nm0059173,"september 20, 1925"
nm0352457,"august 24, 1924"
nm0799736,"august 19, 1913"
nm0839069,"december 7, 1903"
nm0001369,"november 17, 1925"
nm0000013,"april 3, 1922"
nm0709704,"february 26, 1920"
nm0010944,"april 16, 1927"
nm0472816,"march 20, 1922"
nm0002036,"may 3, 1926"
nm0820643,"october 9, 1905"
nm0283499,"november 8, 1924"
nm0016776,"june 16, 1907"
nm0915114,"october 30, 1912"
nm0709094,"september 24, 1924"
nm0635839,"january 18, 1927"
nm0235031,"september 26, 1932"
nm0007961,"december 16, 1920"
nm0020513,"may 5, 1922"
nm0731345,"july 26, 1879"
nm0000057,"march 1, 1910"
nm0504728,"june 29, 1901"
nm0097646,"march 4, 1892"
nm0424625,"january 24, 1910"
nm0491591,"june 19, 1914"
nm0722656,"may 23, 1916"
nm0113876,"april 4, 1904"
nm0036603,"september 15, 1909"
nm0455607,"march 15, 1901"
nm0949241,"november 19, 1919"
nm0492631,"february 24, 1930"
nm0163739,"july 26, 1912"
nm0206733,"april 2, 1911"
nm0229709,"march 30, 1929"
nm0894484,"june 3, 1916"
nm0750836,"february 25, 1907"
nm0539135,"march 13, 1891"
nm0732626,"april 26, 1916"
nm0679755,"april 30, 1915"
nm0799015,"january 16, 1901"
nm0117147,"april 11, 1916"
nm0169742,"december 8, 1902"
nm0065108,"december 25, 1906"
nm0528788,"december 2, 1921"
nm0336724,"may 5, 1912"
nm0345094,"september 4, 1876"
nm0619254,"september 29, 1915"
nm0444708,"september 16, 1899"
nm0285688,"december 25, 1896"
nm0000020,"may 16, 1905"
nm0001514,"january 29, 1913"
nm0392529,"february 5, 1919"
nm0152398,"april 18, 1932"
nm0262720,"january 26, 1904"
nm0514710,"march 31, 1901"
nm0461739,"april 22, 1923"
nm0103708,"may 15, 1937"
nm0237698,"june 1, 1926"
nm0253625,"september 21, 1890"
nm0594834,"june 3, 1922"
nm0957942,"june 6, 1917"
nm0000050,"october 2, 1890"
nm0555617,"november 23, 1888"
nm0555597,"march 22, 1887"
nm0893949,"august 27, 1914"
nm0214414,"june 3, 1911"
nm1896706,"april 30, 1924"
nm0238191,"march 20, 1897"
nm0404157,"april 24, 1925"
nm0678928,"september 15, 1911"
nm0388822,"february 17, 1913"
nm0028166,"april 12, 1897"
nm0052308,"january 28, 1910"
nm0456815,"february 24, 1921"
nm0518456,"june 19, 1902"
nm0467031,"august 6, 1912"
nm0732630,"december 28, 1938"
nm0219645,"july 17, 1895"
nm0465369,"march 12, 1886"
nm0579157,"december 14, 1871"
nm0472745,"august 3, 1902"
nm0048443,"january 31, 1917"
nm0223317,"june 12, 1927"
nm0169067,"march 15, 1916"
nm0398466,"october 5, 1905"
nm0766810,"september 29, 1927"
nm0916253,"september 9, 1915"
nm0894447,"october 10, 1889"
nm0014035,"july 15, 1905"
nm0823523,"february 3, 1904"
nm0662660,"october 19, 1902"
nm0780257,"april 18, 1916"
nm0512939,"july 17, 1912"
nm0494041,"december 6, 1906"
nm0182532,"october 1, 1905"
nm0215824,"august 1, 1902"
nm0357388,"october 20, 1908"
nm0692205,"february 4, 1892"
nm0767811,"march 17, 1881"
nm0478981,1919
nm0828260,"february 26, 1905"
nm0000061,"may 5, 1914"
nm0668361,"may 28, 1912"
nm0401976,"july 21, 1883"
nm0012438,"june 1, 1910"
nm0028170,"july 16, 1916"
nm1978633,"january 1, 1918"
nm0938943,"march 3, 1924"
nm0064794,"october 4, 1923"
nm0568195,"september 26, 1913"
nm0000734,"april 22, 1906"
nm0589641,"february 17, 1910"
nm0709456,"september 8, 1911"
nm0757940,"december 17, 1911"
nm0658351,"september 5, 1917"
nm0454878,"july 11, 1909"
nm0116230,"august 31, 1907"
nm0219509,"september 28, 1933"
nm0010074,"february 20, 1937"
nm0256325,"october 4, 1896"
nm0137344,"march 25, 1903"
nm0117186,"december 5, 1924"
nm0049816,"august 18, 1899"
nm0001013,"may 16, 1921"
nm0786533,"may 30, 1888"
nm0721615,"may 29, 1937"
nm0549186,1921
nm0139792,"july 6, 1925"
nm0000994,"may 21, 1917"
nm0492431,"september 13, 1883"
nm0921131,"june 2, 1889"
nm0226502,"june 9, 1879"
nm0225255,"november 20, 1920"
nm0145265,"september 29, 1917"
nm0827577,"november 13, 1917"
nm0220566,"june 15, 1917"
nm0066411,"june 29, 1885"
nm0766912,"june 29, 1925"
nm0059249,"august 5, 1934"
nm0177412,"june 25, 1936"
nm0326589,"april 10, 1891"
nm0931192,"january 20, 1874"
nm0190527,"may 25, 1921"
nm0837986,"july 28, 1899"
nm0891258,"march 13, 1923"
nm0278006,"august 27, 1887"
nm0862230,"february 28, 1889"
nm0920270,"september 9, 1936"
nm0724020,"october 11, 1926"
nm0498593,"january 28, 1928"
nm0057245,"november 24, 1912"
nm0370234,"september 4, 1938"
nm0228695,"september 4, 1911"
nm0932538,"november 6, 1882"
nm0000810,"september 29, 1907"
nm0526651,"june 16, 1922"
nm0908671,"october 23, 1889"
nm0854678,"june 3, 1906"
nm0604522,"june 20, 1907"
nm0602323,"september 28, 1900"
nm1062662,"december 12, 1922"
nm0249449,"november 30, 1889"
nm0254979,"july 8, 1918"
nm0412322,"june 14, 1909"
nm0857475,"november 11, 1906"
nm0548001,"september 12, 1915"
nm0580425,"march 7, 1901"
nm0096091,"april 3, 1911"
nm0550389,"july 9, 1885"
nm0346927,"october 11, 1925"
nm0404360,"october 12, 1903"
nm0636767,"march 16, 1913"
nm0741617,"february 13, 1917"
nm0412443,"april 18, 1936"
nm0805541,"october 30, 1922"
nm0317973,"november 12, 1918"
nm0498621,"december 31, 1935"
nm0634188,"october 22, 1936"
nm0390690,"september 9, 1931"
nm0496739,"july 4, 1898"
nm0207874,"may 24, 1925"
nm0207879,"september 1, 1922"
nm0207914,"january 24, 1921"
nm0877100,"june 9, 1903"
nm7111876,"march 21, 1897"
nm0578733,"august 26, 1904"
nm0456845,"march 24, 1912"
nm0261350,"august 11, 1925"
nm0790242,"december 5, 1905"
nm0336475,"march 17, 1904"
